HSN,TSN,KTYPNR,Brand,Status
588.0,AGQ,23300.0,Audi,1.0
588.0,AGP,26912.0,Audi,1.0
588.0,AGO,23299.0,Audi,1.0
588.0,AGN,29976.0,Audi,2.0
588.0,AGM,23189.0,Audi,1.0
588.0,AGL,26581.0,Audi,1.0
588.0,AGK,30986.0,Audi,1.0
588.0,AGJ,23187.0,Audi,1.0
588.0,AGI,23188.0,Audi,1.0
588.0,AGH,22558.0,Audi,1.0
588.0,AGG,22551.0,Audi,1.0
588.0,AGF,22550.0,Audi,1.0
588.0,AGE,26644.0,Audi,1.0
588.0,AGD,22548.0,Audi,1.0
588.0,AGC,29974.0,Audi,1.0
588.0,AGB,22547.0,Audi,1.0
588.0,AGA,22549.0,Audi,1.0
588.0,AFZ,28169.0,Audi,2.0
588.0,AFY,20110.0,Audi,1.0
588.0,AFX,20109.0,Audi,1.0
588.0,AFW,20911.0,Audi,2.0
588.0,AFV,20910.0,Audi,2.0
588.0,AFU,19914.0,Audi,1.0
588.0,AFT,20864.0,Audi,1.0
588.0,AFS,19476.0,Audi,1.0
588.0,AFR,26554.0,Audi,2.0
588.0,AFQ,26553.0,Audi,2.0
588.0,AFP,26556.0,Audi,2.0
588.0,AFO,26555.0,Audi,2.0
588.0,AFM,19843.0,Audi,1.0
588.0,AFL,19845.0,Audi,1.0
588.0,AFK,19842.0,Audi,1.0
588.0,AFJ,19844.0,Audi,1.0
588.0,AFH,32688.0,Audi,2.0
588.0,AFG,19488.0,Audi,1.0
588.0,AFF,26547.0,Audi,2.0
588.0,AFE,18939.0,Audi,1.0
588.0,AFD,18938.0,Audi,1.0
588.0,AFB,26548.0,Audi,2.0
588.0,AFA,19826.0,Audi,1.0
588.0,AEZ,19825.0,Audi,1.0
588.0,AEX,17323.0,Audi,1.0
588.0,AEW,17142.0,Audi,1.0
588.0,AEV,16323.0,Audi,1.0
588.0,AEU,16983.0,Audi,1.0
588.0,AET,17617.0,Audi,1.0
588.0,AES,17324.0,Audi,1.0
588.0,AER,16324.0,Audi,1.0
588.0,AEQ,16931.0,Audi,2.0
588.0,AEP,18678.0,Audi,1.0
588.0,AEO,19803.0,Audi,1.0
8566.0,BMZ,107028.0,Ford,2.0
8566.0,BMY,118538.0,Ford,1.0
8566.0,BMX,118537.0,Ford,1.0
8566.0,BMV,118535.0,Ford,1.0
8566.0,BMU,118534.0,Ford,1.0
8566.0,BMT,118533.0,Ford,1.0
8566.0,BMS,117983.0,Ford,2.0
8566.0,BMR,118620.0,Ford,1.0
8566.0,BMQ,118023.0,Ford,1.0
8566.0,BMP,118618.0,Ford,1.0
8566.0,BMO,107968.0,Ford,1.0
8566.0,BMN,116211.0,Ford,1.0
8566.0,BMM,116210.0,Ford,1.0
8566.0,BML,116186.0,Ford,2.0
8566.0,BMK,116187.0,Ford,1.0
8566.0,BMJ,116185.0,Ford,1.0
8566.0,BMI,116186.0,Ford,2.0
8566.0,BMH,53397.0,Ford,2.0
8566.0,BMG,53335.0,Ford,2.0
8566.0,BMF,53339.0,Ford,2.0
8566.0,BME,53336.0,Ford,2.0
8566.0,BMD,47547.0,Ford,2.0
8566.0,BMB,111105.0,Ford,1.0
8566.0,BMA,111093.0,Ford,1.0
8566.0,BLY,111107.0,Ford,1.0
8566.0,BLX,111096.0,Ford,1.0
8566.0,BLW,115101.0,Ford,2.0
8566.0,BLV,111111.0,Ford,1.0
8566.0,BLU,111098.0,Ford,1.0
8566.0,BLT,115100.0,Ford,1.0
8566.0,BLS,111110.0,Ford,1.0
8566.0,BLR,111097.0,Ford,1.0
8566.0,BLO,111797.0,Ford,1.0
8566.0,BLN,111795.0,Ford,1.0
8566.0,BLM,115170.0,Ford,1.0
8566.0,BLL,115162.0,Ford,1.0
8566.0,BLK,116187.0,Ford,1.0
8566.0,BLJ,116185.0,Ford,1.0
8566.0,BLI,116186.0,Ford,2.0
8566.0,BLH,111782.0,Ford,1.0
8566.0,BLG,111755.0,Ford,1.0
8566.0,BLF,111783.0,Ford,1.0
8566.0,BLE,111765.0,Ford,1.0
8566.0,BLD,111785.0,Ford,1.0
8566.0,BLC,111767.0,Ford,1.0
8566.0,BLB,111784.0,Ford,1.0
8566.0,BLA,111766.0,Ford,1.0
8566.0,BKZ,111781.0,Ford,1.0
8566.0,BKY,111753.0,Ford,1.0
8566.0,BKX,111780.0,Ford,1.0
8566.0,BKW,111749.0,Ford,1.0
8566.0,BKV,111764.0,Ford,1.0
8566.0,BKU,113168.0,Ford,1.0
8566.0,BKT,113165.0,Ford,1.0
8566.0,BKQ,107891.0,Ford,1.0
8566.0,BKP,107882.0,Ford,1.0
8566.0,BKO,111798.0,Ford,1.0
8566.0,BKN,111796.0,Ford,1.0
8566.0,BKM,111794.0,Ford,1.0
8566.0,BKL,111792.0,Ford,1.0
8566.0,BKK,111791.0,Ford,1.0
8566.0,BKJ,111790.0,Ford,1.0
8566.0,BKI,113318.0,Ford,1.0
8566.0,BKH,113319.0,Ford,2.0
8566.0,BKG,119866.0,Ford,1.0
8566.0,BKF,108577.0,Ford,1.0
8566.0,BKE,108575.0,Ford,1.0
8566.0,BKC,108576.0,Ford,1.0
8566.0,BKB,108574.0,Ford,1.0
8566.0,BKA,108572.0,Ford,1.0
8566.0,BJY,107889.0,Ford,1.0
8566.0,BJX,107880.0,Ford,1.0
8566.0,BJW,108567.0,Ford,1.0
8566.0,BJV,107892.0,Ford,1.0
8566.0,BJU,107885.0,Ford,1.0
8566.0,BJT,108571.0,Ford,1.0
8566.0,BJS,107888.0,Ford,1.0
8566.0,BJR,107872.0,Ford,1.0
8566.0,BJQ,108564.0,Ford,1.0
8566.0,BJP,107886.0,Ford,1.0
8566.0,BJO,107871.0,Ford,1.0
8566.0,BJN,108562.0,Ford,1.0
8566.0,BJM,107969.0,Ford,1.0
8566.0,BJL,107972.0,Ford,1.0
8566.0,BJK,107971.0,Ford,1.0
8566.0,BJJ,107970.0,Ford,1.0
8566.0,BJI,107968.0,Ford,1.0
8566.0,BJH,107967.0,Ford,1.0
8566.0,BJG,107819.0,Ford,1.0
8566.0,BJE,107762.0,Ford,1.0
8566.0,BJD,107754.0,Ford,1.0
8566.0,BJC,110549.0,Ford,2.0
8566.0,BJB,107761.0,Ford,1.0
8566.0,BJA,107753.0,Ford,1.0
8566.0,BIY,107758.0,Ford,1.0
8566.0,BIX,107751.0,Ford,1.0
8566.0,BIW,24305.0,Ford,1.0
8566.0,BIV,107755.0,Ford,1.0
8566.0,BIU,107749.0,Ford,1.0
8566.0,BIS,111103.0,Ford,1.0
8566.0,BIR,111088.0,Ford,1.0
8566.0,BIP,106349.0,Ford,1.0
8566.0,BIO,105988.0,Ford,1.0
8566.0,BIN,101055.0,Ford,1.0
8566.0,BIM,101094.0,Ford,1.0
8566.0,BIL,101057.0,Ford,1.0
8566.0,BIK,101056.0,Ford,1.0
8566.0,BIJ,101054.0,Ford,2.0
8566.0,BII,101058.0,Ford,1.0
8566.0,BIH,101112.0,Ford,2.0
8566.0,BIG,101117.0,Ford,2.0
8566.0,BIF,101114.0,Ford,2.0
8566.0,BIE,101122.0,Ford,1.0
8566.0,BID,101118.0,Ford,2.0
8566.0,BIC,101113.0,Ford,1.0
8566.0,BIB,101115.0,Ford,2.0
8566.0,BIA,101119.0,Ford,2.0
8566.0,BHX,101110.0,Ford,1.0
8566.0,BHW,101109.0,Ford,2.0
8566.0,BHV,101106.0,Ford,2.0
8566.0,BHU,101103.0,Ford,1.0
8566.0,BHT,101102.0,Ford,2.0
8566.0,BHS,101110.0,Ford,1.0
8566.0,BHR,101109.0,Ford,2.0
8566.0,BHQ,101106.0,Ford,1.0
8566.0,BHP,101103.0,Ford,2.0
8566.0,BHO,101102.0,Ford,1.0
8566.0,BHN,101101.0,Ford,1.0
8566.0,BHM,101100.0,Ford,1.0
8566.0,BHL,101101.0,Ford,1.0
8566.0,BHK,101100.0,Ford,2.0
8566.0,BHJ,107657.0,Ford,2.0
8566.0,BHI,53397.0,Ford,1.0
8566.0,BHH,53335.0,Ford,1.0
8566.0,BHG,53339.0,Ford,1.0
8566.0,BHF,53336.0,Ford,1.0
8566.0,BHE,47547.0,Ford,1.0
8566.0,BHD,53393.0,Ford,1.0
8566.0,BHC,53335.0,Ford,1.0
8566.0,BHB,53389.0,Ford,1.0
8566.0,BHA,53399.0,Ford,1.0
8566.0,BGZ,53394.0,Ford,1.0
8566.0,BGY,39881.0,Ford,1.0
8566.0,BGX,39840.0,Ford,1.0
8566.0,BGW,38703.0,Ford,1.0
8566.0,BGV,116223.0,Ford,2.0
8566.0,BGU,39979.0,Ford,2.0
8566.0,BGT,39963.0,Ford,2.0
8566.0,BGS,52071.0,Ford,2.0
8566.0,BGR,113633.0,Ford,2.0
8566.0,BGQ,59076.0,Ford,1.0
8566.0,BGP,109855.0,Ford,2.0
8566.0,BGO,109854.0,Ford,2.0
8566.0,BGM,113147.0,Ford,2.0
8566.0,BGK,58966.0,Ford,1.0
8566.0,BGJ,58970.0,Ford,1.0
8566.0,BGI,59493.0,Ford,1.0
8566.0,BGH,59492.0,Ford,1.0
8566.0,BGG,58971.0,Ford,1.0
8566.0,BGF,58969.0,Ford,1.0
8566.0,BGE,58968.0,Ford,1.0
8566.0,BGD,58967.0,Ford,1.0
8566.0,BGC,58543.0,Ford,1.0
8566.0,BGB,58544.0,Ford,1.0
8566.0,BGA,58545.0,Ford,1.0
8566.0,BFZ,58547.0,Ford,1.0
8566.0,BFY,108072.0,Ford,2.0
8566.0,BFX,58546.0,Ford,1.0
8566.0,BFW,100022.0,Ford,2.0
8566.0,BFV,30439.0,Ford,2.0
8566.0,BFU,29716.0,Ford,2.0
8566.0,BFT,55512.0,Ford,1.0
8566.0,BFS,58537.0,Ford,1.0
8566.0,BFR,58536.0,Ford,1.0
8566.0,BFQ,58535.0,Ford,1.0
8566.0,BFP,55537.0,Ford,1.0
8566.0,BFO,55108.0,Ford,1.0
8566.0,BFN,55466.0,Ford,1.0
8566.0,BFM,55105.0,Ford,1.0
8566.0,BFL,55106.0,Ford,1.0
8566.0,BFK,55107.0,Ford,1.0
8566.0,BFH,55485.0,Ford,1.0
8566.0,BFG,55540.0,Ford,1.0
8566.0,BFF,55511.0,Ford,1.0
8566.0,BFE,55514.0,Ford,1.0
8566.0,BFD,117059.0,Ford,2.0
8566.0,BEZ,55512.0,Ford,1.0
8566.0,BEY,30439.0,Ford,2.0
8566.0,BEX,29716.0,Ford,2.0
8566.0,BEW,30438.0,Ford,1.0
8566.0,BEV,29567.0,Ford,1.0
8566.0,BEU,31094.0,Ford,1.0
8566.0,BET,30487.0,Ford,1.0
8566.0,BES,29566.0,Ford,1.0
8566.0,BER,31095.0,Ford,1.0
8566.0,BEQ,56757.0,Ford,1.0
8566.0,BEP,56760.0,Ford,1.0
8566.0,BEO,56758.0,Ford,1.0
8566.0,BEN,56761.0,Ford,1.0
8566.0,BEL,11960.0,Ford,1.0
8566.0,BEK,11962.0,Ford,1.0
8566.0,BEJ,11955.0,Ford,2.0
8566.0,BEI,11955.0,Ford,2.0
8566.0,BEH,11956.0,Ford,2.0
8566.0,BEG,11956.0,Ford,1.0
8566.0,BEF,11960.0,Ford,1.0
8566.0,BEE,11962.0,Ford,1.0
8566.0,BED,11961.0,Ford,1.0
8566.0,BEC,11963.0,Ford,1.0
8566.0,BEB,11955.0,Ford,1.0
8566.0,BEA,11956.0,Ford,1.0
8566.0,BDZ,11960.0,Ford,1.0
8566.0,BDY,11962.0,Ford,1.0
8566.0,BDX,11957.0,Ford,1.0
8566.0,BDW,11958.0,Ford,1.0
8566.0,BDV,11957.0,Ford,1.0
8566.0,BDU,11958.0,Ford,1.0
8566.0,BDT,11955.0,Ford,1.0
8566.0,BDS,11956.0,Ford,1.0
8566.0,BDR,11955.0,Ford,1.0
8566.0,BDQ,11956.0,Ford,1.0
8566.0,BDP,11961.0,Ford,1.0
8566.0,BDO,11963.0,Ford,1.0
8566.0,BDN,11957.0,Ford,1.0
8566.0,BDM,11958.0,Ford,1.0
8566.0,BDL,11961.0,Ford,1.0
8566.0,BDK,11963.0,Ford,1.0
8566.0,BDJ,11955.0,Ford,1.0
8566.0,BDI,11956.0,Ford,1.0
8566.0,BDH,54979.0,Ford,2.0
8566.0,BDG,11967.0,Ford,1.0
8566.0,BDF,11970.0,Ford,1.0
8566.0,BDE,11969.0,Ford,1.0
8566.0,BDD,11971.0,Ford,1.0
8566.0,BDC,11967.0,Ford,1.0
8566.0,BDB,11970.0,Ford,1.0
8566.0,BDA,11969.0,Ford,1.0
8566.0,BCZ,11971.0,Ford,1.0
8566.0,BCY,11967.0,Ford,1.0
8566.0,BCX,11970.0,Ford,1.0
8566.0,BCW,11969.0,Ford,1.0
8566.0,BCV,11971.0,Ford,1.0
8566.0,BCU,11967.0,Ford,2.0
8566.0,BCT,11970.0,Ford,2.0
8566.0,BCS,11969.0,Ford,2.0
8566.0,BCR,11971.0,Ford,1.0
8566.0,BCQ,11967.0,Ford,2.0
8566.0,BCP,11970.0,Ford,2.0
8566.0,BCO,11969.0,Ford,2.0
8566.0,BCN,11971.0,Ford,2.0
8566.0,BCM,11967.0,Ford,1.0
8566.0,BCL,11970.0,Ford,1.0
8566.0,BCK,11969.0,Ford,1.0
8566.0,BCJ,11971.0,Ford,1.0
8566.0,BCI,14793.0,Ford,1.0
8566.0,BCH,11967.0,Ford,1.0
8566.0,BCG,11970.0,Ford,1.0
8566.0,BCF,11969.0,Ford,1.0
8566.0,BCE,11971.0,Ford,1.0
8566.0,BCD,31093.0,Ford,1.0
8566.0,BCC,30437.0,Ford,1.0
8566.0,BCB,14799.0,Ford,1.0
8566.0,BCA,11970.0,Ford,2.0
8566.0,BBZ,11969.0,Ford,2.0
8566.0,BBY,11971.0,Ford,2.0
8566.0,BBX,11970.0,Ford,2.0
8566.0,BBW,11969.0,Ford,2.0
8566.0,BBV,11971.0,Ford,2.0
8566.0,BBU,11961.0,Ford,1.0
8566.0,BBT,11965.0,Ford,1.0
8566.0,BBS,11963.0,Ford,1.0
8566.0,BBR,11964.0,Ford,1.0
8566.0,BBQ,11970.0,Ford,2.0
8566.0,BBP,11969.0,Ford,1.0
8566.0,BBO,11971.0,Ford,2.0
8566.0,BBN,54979.0,Ford,2.0
8566.0,BBM,11961.0,Ford,1.0
8566.0,BBL,11965.0,Ford,1.0
8566.0,BBK,11963.0,Ford,1.0
8566.0,BBJ,11964.0,Ford,1.0
8566.0,BBI,11965.0,Ford,2.0
8566.0,BBH,11963.0,Ford,1.0
8566.0,BBG,11964.0,Ford,1.0
8566.0,BBF,11961.0,Ford,1.0
8566.0,BBE,11965.0,Ford,1.0
8566.0,BBD,11963.0,Ford,1.0
8566.0,BBC,11964.0,Ford,1.0
8566.0,BBB,11970.0,Ford,2.0
8566.0,BBA,11969.0,Ford,2.0
8566.0,BAZ,11971.0,Ford,2.0
8566.0,BAY,11965.0,Ford,2.0
8566.0,BAX,11963.0,Ford,1.0
8566.0,BAW,11964.0,Ford,2.0
8566.0,BAV,11965.0,Ford,1.0
8566.0,BAU,11963.0,Ford,1.0
8566.0,BAT,11960.0,Ford,1.0
8566.0,BAS,11962.0,Ford,1.0
8566.0,BAR,11966.0,Ford,1.0
8566.0,BAQ,11968.0,Ford,2.0
8566.0,BAP,11960.0,Ford,1.0
8566.0,BAO,11962.0,Ford,1.0
8566.0,BAN,11960.0,Ford,1.0
8566.0,BAM,11962.0,Ford,1.0
8566.0,BAL,11970.0,Ford,2.0
8566.0,BAK,11969.0,Ford,2.0
8566.0,BAJ,11971.0,Ford,2.0
8566.0,BAI,11970.0,Ford,2.0
8566.0,BAH,11969.0,Ford,2.0
8566.0,BAG,11971.0,Ford,2.0
8566.0,BAF,11961.0,Ford,1.0
8566.0,BAE,11965.0,Ford,1.0
8566.0,BAD,11963.0,Ford,1.0
8566.0,BAC,11964.0,Ford,1.0
8566.0,BAB,11964.0,Ford,1.0
8566.0,BAA,11968.0,Ford,2.0
8566.0,AZZ,11968.0,Ford,2.0
8566.0,AZY,11966.0,Ford,1.0
8566.0,AZX,11968.0,Ford,2.0
8566.0,AZW,11968.0,Ford,2.0
8566.0,AZV,11966.0,Ford,2.0
8566.0,AZU,11968.0,Ford,2.0
8566.0,AZT,11960.0,Ford,1.0
8566.0,AZS,11962.0,Ford,1.0
8566.0,AZR,11960.0,Ford,1.0
8566.0,AZQ,11962.0,Ford,1.0
8566.0,AZP,11966.0,Ford,2.0
8566.0,AZO,11968.0,Ford,2.0
8566.0,AZN,28178.0,Ford,2.0
8566.0,AZM,19601.0,Ford,2.0
8566.0,AZL,19600.0,Ford,2.0
8566.0,AZK,28178.0,Ford,2.0
8566.0,AZJ,19601.0,Ford,1.0
8566.0,AZI,19600.0,Ford,2.0
8566.0,AZH,30420.0,Ford,2.0
8566.0,AZG,30420.0,Ford,1.0
8566.0,AZF,19598.0,Ford,1.0
8566.0,AZE,28178.0,Ford,2.0
8566.0,AZD,19600.0,Ford,2.0
8566.0,AZC,19601.0,Ford,1.0
8566.0,AZB,28178.0,Ford,2.0
8566.0,AZA,19601.0,Ford,1.0
8566.0,AYZ,29968.0,Ford,2.0
8566.0,AYY,19602.0,Ford,2.0
8566.0,AYX,28178.0,Ford,2.0
8566.0,AYW,19601.0,Ford,2.0
8566.0,AYV,19600.0,Ford,2.0
8566.0,AYU,30420.0,Ford,2.0
8566.0,AYT,19586.0,Ford,1.0
8566.0,AYS,28178.0,Ford,2.0
8566.0,AYR,19601.0,Ford,2.0
8566.0,AYQ,28177.0,Ford,2.0
8566.0,AYP,19588.0,Ford,2.0
8566.0,AYO,19577.0,Ford,2.0
8566.0,AYN,19577.0,Ford,2.0
8566.0,AYM,28177.0,Ford,2.0
8566.0,AYL,19588.0,Ford,2.0
8566.0,AYK,29967.0,Ford,2.0
8566.0,AYJ,19577.0,Ford,2.0
8566.0,AYI,28177.0,Ford,2.0
8566.0,AYH,19588.0,Ford,2.0
8566.0,AYG,29967.0,Ford,2.0
8566.0,AYF,19577.0,Ford,2.0
8566.0,AYE,19588.0,Ford,2.0
8566.0,AYD,19576.0,Ford,2.0
8566.0,AYC,29967.0,Ford,2.0
8566.0,AYB,19577.0,Ford,2.0
8566.0,AYA,30420.0,Ford,2.0
8566.0,AXZ,19598.0,Ford,1.0
8566.0,AXY,19600.0,Ford,2.0
8566.0,AXX,19601.0,Ford,2.0
8566.0,AXW,30420.0,Ford,2.0
8566.0,AXV,19598.0,Ford,1.0
8566.0,AXU,30418.0,Ford,1.0
8566.0,AXT,19586.0,Ford,1.0
8566.0,AXS,30418.0,Ford,1.0
8566.0,AXR,19586.0,Ford,1.0
8566.0,AXQ,11922.0,Ford,1.0
8566.0,AXO,51968.0,Ford,2.0
8566.0,AXN,57326.0,Ford,2.0
8566.0,AXM,57327.0,Ford,2.0
8566.0,AXL,10098.0,Ford,1.0
8566.0,AXK,7020.0,Ford,1.0
8566.0,AXJ,6979.0,Ford,1.0
8566.0,AXI,100896.0,Ford,2.0
8566.0,AXH,1918.0,Ford,1.0
8566.0,AXG,1888.0,Ford,1.0
8566.0,AXF,6802.0,Ford,1.0
8566.0,AXE,20754.0,Ford,2.0
8566.0,AXD,6918.0,Ford,1.0
8566.0,AXC,7021.0,Ford,1.0
8566.0,AXB,6981.0,Ford,1.0
8566.0,AWZ,7015.0,Ford,1.0
8566.0,AWY,6939.0,Ford,1.0
8566.0,AWW,6915.0,Ford,1.0
8566.0,AWV,8206.0,Ford,1.0
8566.0,AWU,8205.0,Ford,1.0
8566.0,AWT,30637.0,Ford,2.0
8566.0,AWS,8204.0,Ford,1.0
8566.0,AWR,8175.0,Ford,1.0
8566.0,AWQ,8170.0,Ford,1.0
8566.0,AWP,8165.0,Ford,1.0
8566.0,AWO,8151.0,Ford,1.0
8566.0,AWN,8150.0,Ford,1.0
8566.0,AWM,8111.0,Ford,1.0
8566.0,AWL,8096.0,Ford,1.0
8566.0,AWK,8077.0,Ford,1.0
8566.0,AWJ,8058.0,Ford,1.0
8566.0,AWI,11892.0,Ford,2.0
8566.0,AWH,8041.0,Ford,1.0
8566.0,AWG,8039.0,Ford,1.0
8566.0,AWF,8027.0,Ford,1.0
8566.0,AWE,8022.0,Ford,1.0
8566.0,AWD,8019.0,Ford,1.0
8566.0,AWC,8017.0,Ford,1.0
8566.0,AWB,8015.0,Ford,1.0
8566.0,AWA,8014.0,Ford,1.0
8566.0,AVZ,8013.0,Ford,1.0
8566.0,AVY,8011.0,Ford,1.0
8566.0,AVX,31181.0,Ford,2.0
8566.0,AVW,7997.0,Ford,1.0
8566.0,AVV,7993.0,Ford,1.0
8566.0,AVU,7991.0,Ford,1.0
8566.0,AVT,7970.0,Ford,1.0
8566.0,AVS,7969.0,Ford,1.0
8566.0,AVR,7967.0,Ford,1.0
8566.0,AVQ,7966.0,Ford,1.0
8566.0,AVP,7965.0,Ford,1.0
8566.0,AVO,10105.0,Ford,1.0
8566.0,AVN,10198.0,Ford,2.0
8566.0,AVM,10202.0,Ford,1.0
8566.0,AVL,33335.0,Ford,1.0
8566.0,AVK,33337.0,Ford,2.0
8566.0,AVJ,33336.0,Ford,2.0
8566.0,AVI,30419.0,Ford,2.0
8566.0,AVH,29970.0,Ford,2.0
8566.0,AVG,19590.0,Ford,2.0
8566.0,AVF,7019.0,Ford,1.0
8566.0,AVE,6951.0,Ford,1.0
8566.0,AUZ,7002.0,Ford,1.0
8566.0,AUY,6938.0,Ford,1.0
8566.0,AUW,6921.0,Ford,1.0
8566.0,AUV,59494.0,Ford,2.0
8566.0,AUU,6804.0,Ford,1.0
8566.0,AUT,6850.0,Ford,1.0
8566.0,AUS,10196.0,Ford,2.0
8566.0,AUR,6837.0,Ford,1.0
8566.0,AUQ,2494.0,Ford,1.0
8566.0,AUP,69.0,Ford,1.0
8566.0,AUO,68.0,Ford,1.0
8566.0,AUN,10247.0,Ford,2.0
8566.0,AUM,6837.0,Ford,1.0
8566.0,AUL,2494.0,Ford,1.0
8566.0,AUK,75.0,Ford,1.0
8566.0,AUJ,74.0,Ford,1.0
8566.0,AUI,70.0,Ford,1.0
8566.0,AUH,71.0,Ford,1.0
8566.0,AUG,60.0,Ford,1.0
8566.0,AUF,66.0,Ford,1.0
8566.0,AUE,76.0,Ford,1.0
8566.0,AUD,77.0,Ford,1.0
8566.0,AUC,73.0,Ford,1.0
8566.0,AUB,72.0,Ford,1.0
8566.0,AUA,33494.0,Ford,2.0
8566.0,ATZ,10202.0,Ford,1.0
8566.0,ATY,33335.0,Ford,1.0
8566.0,ATX,33337.0,Ford,2.0
8566.0,ATW,33336.0,Ford,2.0
8566.0,ATV,1918.0,Ford,1.0
8566.0,ATU,1888.0,Ford,1.0
8566.0,ATS,33334.0,Ford,1.0
8566.0,ATR,33338.0,Ford,1.0
8566.0,ATQ,33339.0,Ford,1.0
8566.0,ATO,33340.0,Ford,1.0
8566.0,ATN,33345.0,Ford,1.0
8566.0,ATM,33346.0,Ford,1.0
8566.0,ATL,22526.0,Ford,2.0
8566.0,ATK,29971.0,Ford,1.0
8566.0,ATJ,29971.0,Ford,1.0
8566.0,ATI,33348.0,Ford,1.0
8566.0,ATH,33347.0,Ford,1.0
8566.0,ATG,33355.0,Ford,1.0
8566.0,ATF,33351.0,Ford,1.0
8566.0,ATE,110544.0,Ford,1.0
8566.0,ATD,33352.0,Ford,1.0
8566.0,ATC,33354.0,Ford,1.0
8566.0,ATB,54925.0,Ford,2.0
8566.0,ATA,29971.0,Ford,1.0
8566.0,ASZ,29971.0,Ford,1.0
8566.0,ASY,29971.0,Ford,1.0
8566.0,ASX,29968.0,Ford,2.0
8566.0,ASW,19602.0,Ford,2.0
8566.0,ASV,29968.0,Ford,2.0
8566.0,ASU,19602.0,Ford,2.0
8566.0,AST,29969.0,Ford,1.0
8566.0,ASR,29969.0,Ford,1.0
8566.0,ASQ,20862.0,Ford,1.0
8566.0,ASP,17783.0,Ford,1.0
8566.0,ASO,16966.0,Ford,1.0
8566.0,ASN,29968.0,Ford,2.0
8566.0,ASM,19602.0,Ford,1.0
8566.0,ASL,29971.0,Ford,2.0
8566.0,ASK,20862.0,Ford,1.0
8566.0,ASJ,17783.0,Ford,1.0
8566.0,ASI,16966.0,Ford,1.0
8566.0,ASG,29969.0,Ford,1.0
8566.0,ASD,29969.0,Ford,1.0
8566.0,ASC,29971.0,Ford,2.0
8566.0,ASB,29968.0,Ford,2.0
8566.0,ASA,19602.0,Ford,1.0
8566.0,ARZ,29968.0,Ford,2.0
8566.0,ARY,19602.0,Ford,2.0
8566.0,ART,19600.0,Ford,2.0
8566.0,ARS,29968.0,Ford,2.0
8566.0,ARR,19602.0,Ford,2.0
8566.0,ARQ,19600.0,Ford,2.0
8566.0,ARO,19576.0,Ford,1.0
8566.0,ARN,19576.0,Ford,1.0
8566.0,ARM,29971.0,Ford,1.0
8566.0,ARJ,19576.0,Ford,2.0
8566.0,ARG,30418.0,Ford,1.0
8566.0,ARF,29969.0,Ford,1.0
8566.0,ARE,19572.0,Ford,2.0
8566.0,ARD,29967.0,Ford,2.0
8566.0,ARC,19577.0,Ford,2.0
8566.0,ARB,30330.0,Ford,1.0
8566.0,ARA,32685.0,Ford,2.0
8566.0,AQZ,30331.0,Ford,1.0
8566.0,AQY,30329.0,Ford,1.0
8566.0,AQW,33333.0,Ford,1.0
8566.0,AQV,33342.0,Ford,1.0
8566.0,AQU,33331.0,Ford,2.0
8566.0,AQT,5086.0,Ford,1.0
8566.0,AQS,5136.0,Ford,1.0
8566.0,AQR,5152.0,Ford,1.0
8566.0,AQQ,19265.0,Ford,1.0
8566.0,AQP,19264.0,Ford,2.0
8566.0,AQO,33335.0,Ford,1.0
8566.0,AQN,33337.0,Ford,2.0
8566.0,AQM,33336.0,Ford,2.0
8566.0,AQJ,30837.0,Ford,1.0
8566.0,AQE,5546.0,Ford,1.0
8566.0,AQD,31520.0,Ford,1.0
8566.0,AQC,30899.0,Ford,1.0
8566.0,AQB,30837.0,Ford,1.0
8566.0,APZ,5060.0,Ford,1.0
8566.0,APX,5137.0,Ford,2.0
8566.0,APW,5575.0,Ford,2.0
8566.0,APV,30840.0,Ford,1.0
8566.0,APU,30839.0,Ford,1.0
8566.0,APT,33332.0,Ford,2.0
8566.0,APS,33344.0,Ford,2.0
8566.0,APR,33343.0,Ford,2.0
8566.0,APQ,30420.0,Ford,1.0
8566.0,APM,30419.0,Ford,1.0
8566.0,APL,30419.0,Ford,1.0
8566.0,APK,30418.0,Ford,1.0
8566.0,APJ,30418.0,Ford,1.0
8566.0,API,30418.0,Ford,1.0
8566.0,APH,30419.0,Ford,1.0
8566.0,APG,30419.0,Ford,1.0
8566.0,APF,30417.0,Ford,1.0
8566.0,APE,30420.0,Ford,1.0
8566.0,APD,30418.0,Ford,1.0
8566.0,APC,30420.0,Ford,1.0
8566.0,APB,30420.0,Ford,1.0
8566.0,APA,30418.0,Ford,1.0
8566.0,AOZ,30420.0,Ford,1.0
8566.0,AOY,30418.0,Ford,1.0
8566.0,AOT,28237.0,Ford,1.0
8566.0,AOS,30841.0,Ford,1.0
8566.0,AOR,28239.0,Ford,1.0
8566.0,AOQ,28238.0,Ford,1.0
8566.0,AOP,28236.0,Ford,1.0
8566.0,AOO,28235.0,Ford,1.0
8566.0,AOM,26578.0,Ford,1.0
8566.0,AOI,26570.0,Ford,1.0
8566.0,AOH,30406.0,Ford,1.0
8566.0,AOG,30407.0,Ford,1.0
8566.0,AOF,30405.0,Ford,1.0
8566.0,AOD,28177.0,Ford,2.0
8566.0,AOC,28178.0,Ford,2.0
8566.0,AOB,28178.0,Ford,2.0
8566.0,AOA,28178.0,Ford,2.0
8566.0,ANZ,28178.0,Ford,2.0
8566.0,ANY,28178.0,Ford,2.0
